iter	Logloss
0	0.6688014482
1	0.6411558254
2	0.6211313366
3	0.5983184136
4	0.5745838986
5	0.5503366899
6	0.5327480667
7	0.5166618435
8	0.4989956236
9	0.4845487081
10	0.4709110372
11	0.4589091743
12	0.4444409317
13	0.4325616238
14	0.4191075489
15	0.4087530244
16	0.3976475013
17	0.3895202181
18	0.3818418169
19	0.3729288158
20	0.3637426251
21	0.3541859756
22	0.3473492691
23	0.3404018276
24	0.335688507
25	0.3306010444
26	0.3236237943
27	0.3167941346
28	0.3115270356
29	0.307780813
30	0.3025047519
31	0.2990705573
32	0.2949485398
33	0.2899396081
34	0.2840852288
35	0.2780078435
36	0.2731926337
37	0.269338157
38	0.265678994
39	0.2624373983
40	0.2600112176
41	0.2564786809
42	0.2532280058
43	0.2487495695
44	0.2459480749
45	0.2422551294
46	0.2379744405
47	0.2355010562
48	0.2329353381
49	0.2312631066
50	0.2281019818
51	0.2255304602
52	0.2233832045
53	0.2199934838
54	0.2177080483
55	0.2146707154
56	0.2115143257
57	0.2094272141
58	0.2065811672
59	0.2048480856
60	0.2029837624
61	0.2000175109
62	0.1979215262
63	0.1954144226
64	0.1925531587
65	0.1896428456
66	0.1871316791
67	0.184620925
68	0.1826953093
69	0.1808985745
70	0.1788865054
71	0.1773966036
72	0.1754667524
73	0.1738873336
74	0.170751399
75	0.1692475589
76	0.1676117885
77	0.1655487018
78	0.1636994536
79	0.1615321297
80	0.1603654291
81	0.1586189557
82	0.1573646707
83	0.154537384
84	0.153356117
85	0.1516183296
86	0.1501117326
87	0.1485874751
88	0.1466180321
89	0.1453918929
90	0.1436061501
91	0.1417927195
92	0.1399499777
93	0.1385520006
94	0.1377867727
95	0.1366021653
96	0.1356482884
97	0.1343532169
98	0.13330351
99	0.1316107212
100	0.1302842762
101	0.1287611143
102	0.1277552361
103	0.1261332465
104	0.1237539802
105	0.1225303952
106	0.1212271133
107	0.1198904299
108	0.1183594771
109	0.1165035774
110	0.1153331506
111	0.1136357836
112	0.1127549306
113	0.1120107904
114	0.1110727168
115	0.1096265759
116	0.1083987437
117	0.1073906858
118	0.105907648
119	0.105335519
120	0.1040593392
121	0.1028672581
122	0.1018960378
123	0.1015862181
124	0.1003136446
125	0.09941113191
126	0.09851023148
127	0.09696116018
128	0.09604337502
129	0.09471529559
130	0.09333144381
131	0.09217729399
132	0.09096893196
133	0.09002949436
134	0.0887399977
135	0.08769157871
136	0.08642904745
137	0.0856180621
138	0.08486148764
139	0.08370980604
140	0.08261996996
141	0.08177159328
142	0.08107250961
143	0.08067398058
144	0.07926305656
145	0.07812055864
146	0.07739109941
147	0.07678926577
148	0.07607616492
149	0.07514683536
150	0.07431182575
151	0.07344159402
152	0.07233300756
153	0.07117332266
154	0.07049220116
155	0.06973942121
156	0.06871056426
157	0.06770748128
158	0.06693445268
159	0.06662666602
160	0.06619944859
161	0.06546975876
162	0.06461561052
163	0.06378605587
164	0.06307297587
165	0.06228404749
166	0.06162821791
167	0.0608840588
168	0.06027407724
169	0.05980466103
170	0.05925122506
171	0.05861008493
172	0.05773267329
173	0.05702952218
174	0.05628321861
175	0.05583778366
176	0.05523991454
177	0.05463480037
178	0.05409389637
179	0.05362434205
180	0.05316444694
181	0.05265871944
182	0.05208142729
183	0.05137344136
184	0.05090543872
185	0.05044673961
186	0.04987058874
187	0.04943176697
188	0.04885855529
189	0.04841362323
190	0.04794763086
191	0.04724592198
192	0.04683459131
193	0.04623763027
194	0.0457909928
195	0.04540700339
196	0.0448520392
197	0.04456274236
198	0.04406448922
199	0.04359673151
200	0.04301096833
201	0.04273504507
202	0.04232200638
203	0.04200616951
204	0.04157916053
205	0.04113730316
206	0.04078884333
207	0.04054660484
208	0.04034040144
209	0.03999494855
210	0.03965051969
211	0.03940802715
212	0.03901121134
213	0.03870560302
214	0.03843607017
215	0.03817491323
216	0.03783152924
217	0.03754093868
218	0.03723978345
219	0.03686470152
220	0.03649128591
221	0.03603894333
222	0.03566082058
223	0.03534201325
224	0.03505651677
225	0.03477002363
226	0.03449791768
227	0.03422157491
228	0.0339773053
229	0.03373499516
230	0.03333988476
231	0.03317349856
232	0.03283097705
233	0.03266060027
234	0.03239258261
235	0.03216334119
236	0.03182981705
237	0.03161360006
238	0.03132220305
239	0.03105787501
240	0.03083799706
241	0.03060173728
242	0.03038730387
243	0.03014859867
244	0.02988220173
245	0.02962717463
246	0.02944085246
247	0.02926304171
248	0.02913191019
249	0.02896340688
250	0.02872438118
251	0.02860673399
252	0.02828777553
253	0.02805938095
254	0.02780462093
255	0.02752717987
256	0.02725827889
257	0.02711728232
258	0.02690562655
259	0.02664894354
260	0.02650463777
261	0.02629092091
262	0.02610244777
263	0.02588035761
264	0.0256528242
265	0.02545422804
266	0.02527608376
267	0.0251094865
268	0.02499363852
269	0.02490395926
270	0.02483053676
271	0.02459948571
272	0.0244941972
273	0.02439643125
274	0.02421511978
275	0.02403570915
276	0.02378745939
277	0.02364550914
278	0.02347670487
279	0.0233284463
280	0.02324779307
281	0.0230635841
282	0.022959631
283	0.02278627203
284	0.0227027213
285	0.02257350234
286	0.02242795626
287	0.02228766321
288	0.02218925497
289	0.02202998875
290	0.02187303246
291	0.02172292256
292	0.02162273595
293	0.02154853044
294	0.02136380816
295	0.02122887106
296	0.02109771348
297	0.02098065517
298	0.02089642566
299	0.02077204934
